N;THREADS;TIME;LOOP
1000000000;10;0.64000;7
1000000000;10;0.63000;8
1000000000;10;0.63000;9
1000000000;11;0.69000;0
1000000000;11;0.66000;1
1000000000;11;0.63000;2
1000000000;11;0.68000;3
1000000000;11;0.66000;4
1000000000;11;0.64000;5
1000000000;11;0.63000;6
1000000000;11;0.66000;7
1000000000;11;0.78000;8
1000000000;11;0.63000;9
1000000000;12;0.78000;0
1000000000;12;0.62000;1
1000000000;12;0.62000;2
1000000000;12;0.62000;3
1000000000;12;0.63000;4
1000000000;12;0.64000;5
1000000000;12;0.62000;6
1000000000;12;0.67000;7
1000000000;12;0.63000;8
1000000000;12;0.63000;9
1000000000;13;0.64000;0
1000000000;13;0.64000;1
1000000000;13;0.64000;2
1000000000;13;0.69000;3
1000000000;13;0.71000;4
1000000000;13;0.64000;5
1000000000;13;0.70000;6
1000000000;13;0.66000;7
1000000000;13;0.64000;8
1000000000;13;0.64000;9
1000000000;14;0.70000;0
1000000000;14;0.69000;1
1000000000;14;0.64000;2
1000000000;14;0.66000;3
1000000000;14;0.64000;4
1000000000;14;0.67000;5
1000000000;14;0.63000;6
1000000000;14;0.65000;7
1000000000;14;0.64000;8
1000000000;14;0.75000;9
1000000000;15;0.69000;0
1000000000;15;0.65000;1
1000000000;15;0.73000;2
1000000000;15;0.70000;3
1000000000;15;0.77000;4
1000000000;15;0.65000;5
1000000000;15;0.77000;6
1000000000;15;0.65000;7
1000000000;15;0.69000;8
1000000000;15;0.65000;9
1000000000;16;0.79000;0
1000000000;16;0.79000;1
1000000000;16;0.84000;2
1000000000;16;0.66000;3
1000000000;16;0.69000;4
1000000000;16;0.66000;5
1000000000;16;0.66000;6
1000000000;16;0.66000;7
1000000000;16;0.67000;8
1000000000;16;0.66000;9
1000000000;17;0.67000;0
1000000000;17;0.75000;1
1000000000;17;0.76000;2
1000000000;17;0.72000;3
1000000000;17;0.71000;4
1000000000;17;0.68000;5
1000000000;17;0.73000;6
1000000000;17;0.66000;7
1000000000;17;0.66000;8
1000000000;17;0.69000;9
1000000000;18;0.73000;0
1000000000;18;0.81000;1
1000000000;18;0.68000;2
1000000000;18;0.78000;3
1000000000;18;0.80000;4
1000000000;18;0.80000;5
1000000000;18;0.68000;6
1000000000;18;0.87000;7
1000000000;18;0.69000;8
1000000000;18;0.79000;9
1000000000;19;0.76000;0
1000000000;19;0.82000;1
1000000000;19;0.75000;2
1000000000;19;0.83000;3
1000000000;19;0.82000;4
1000000000;19;0.82000;5
1000000000;19;0.75000;6
1000000000;19;0.83000;7
1000000000;19;0.83000;8
1000000000;19;0.82000;9
1000000000;20;0.78000;0
1000000000;20;0.89000;1
1000000000;20;0.77000;2
1000000000;20;0.85000;3
1000000000;20;0.88000;4
1000000000;20;0.79000;5
1000000000;20;0.88000;6
1000000000;20;0.86000;7
1000000000;20;0.78000;8
1000000000;20;0.79000;9
