1;1;711.2939400;100000000
0;2;733.8569200;200000000
1;2;732.9700000;200000000
0;3;713.4900100;300000000
1;3;683.1941600;300000000
2;3;710.0880100;300000000
0;4;718.3339600;400000000
1;4;718.2319200;400000000
2;4;707.9820600;400000000
3;4;717.5090300;400000000
0;5;753.3450100;500000000
1;5;711.9638900;500000000
2;5;753.4940200;500000000
3;5;711.3292200;500000000
4;5;750.8981200;500000000
0;6;752.8810500;600000000
1;6;751.2109300;600000000
2;6;751.2600400;600000000
3;6;751.5490100;600000000
4;6;752.4471300;600000000
5;6;751.9500300;600000000
0;7;810.2622000;700000000
1;7;756.3338300;700000000
2;7;806.0782000;700000000
3;7;755.7139400;700000000
4;7;804.8000300;700000000
5;7;755.6231000;700000000
6;7;810.1759000;700000000
0;8;816.0290700;800000000
1;8;807.7528500;800000000
2;8;811.2528300;800000000
3;8;804.8710800;800000000
4;8;815.8211700;800000000
5;8;812.6699900;800000000
6;8;815.7560800;800000000
7;8;809.6089400;800000000
0;9;873.8369900;900000000
1;9;818.7580100;900000000
2;9;871.0441600;900000000
3;9;816.7369400;900000000
4;9;869.9240700;900000000
5;9;816.3521300;900000000
6;9;866.5030000;900000000
7;9;816.9570000;900000000
8;9;872.7309700;900000000
0;10;885.4780200;1000000000
1;10;880.7039300;1000000000
2;10;867.9080000;1000000000
3;10;874.7520400;1000000000
4;10;865.7000100;1000000000
5;10;878.7798900;1000000000
6;10;874.6469000;1000000000
7;10;877.2380400;1000000000
8;10;868.3559900;1000000000
9;10;884.3100100;1000000000
0;11;968.2388300;1100000000
1;11;881.8888700;1100000000
2;11;956.7101000;1100000000
3;11;881.1929200;1100000000
4;11;956.6340400;1100000000
5;11;878.7782200;1100000000
6;11;964.1928700;1100000000
7;11;881.1900600;1100000000
8;11;967.8969400;1100000000
9;11;882.1759200;1100000000
10;11;958.7149600;1100000000
0;12;974.4491600;1200000000
1;12;967.4968700;1200000000
2;12;963.1211800;1200000000
3;12;975.7258900;1200000000
4;12;959.9711900;1200000000
5;12;971.4758400;1200000000
6;12;957.4749500;1200000000
7;12;969.2809600;1200000000
8;12;959.3408100;1200000000
9;12;969.4359300;1200000000
10;12;957.1969500;1200000000
11;12;972.5098600;1200000000
0;13;1047.6980200;1300000000
1;13;964.1969200;1300000000
2;13;1038.7888000;1300000000
3;13;962.8591500;1300000000
4;13;1041.0161000;1300000000
5;13;960.3409800;1300000000
6;13;1041.0270700;1300000000
7;13;969.2139600;1300000000
8;13;1030.8229900;1300000000
9;13;962.5790100;1300000000
10;13;1044.1157800;1300000000
11;13;964.4990000;1300000000
12;13;1037.7180600;1300000000
0;14;1055.4690400;1400000000
1;14;1047.8332000;1400000000
2;14;1042.5958600;1400000000
3;14;1051.0239600;1400000000
4;14;1042.3171500;1400000000
5;14;1051.8379200;1400000000
6;14;1026.0679700;1400000000
7;14;1050.6210300;1400000000
8;14;1039.7300700;1400000000
9;14;1041.1200500;1400000000
10;14;1033.5929400;1400000000
11;14;1053.8611400;1400000000
12;14;1036.4410900;1400000000
13;14;1042.8321400;1400000000
0;15;1148.8800000;1500000000
1;15;1044.1379500;1500000000
2;15;1140.9089600;1500000000
