1;1;199.0000000;10000000
1;1;395.0000000;20000000
1;1;592.0000000;30000000
1;1;788.0000000;40000000
1;1;1035.0000000;50000000
1;1;1181.0000000;60000000
1;1;1375.0000000;70000000
1;1;1574.0000000;80000000
1;1;1770.0000000;90000000
1;1;1968.0000000;100000000
1;1;2165.0000000;110000000
1;1;2361.0000000;120000000
1;1;2560.0000000;130000000
1;1;2755.0000000;140000000
1;1;2951.0000000;150000000
1;1;3144.0000000;160000000
1;1;3343.0000000;170000000
1;1;3534.0000000;180000000
1;1;3730.0000000;190000000
1;1;3926.0000000;200000000
